seccion_id,votante,cantidad,tipo,concepto,cantidad_str
117,No Votantes,936.0,6,VotoDuro,936
118,No Votantes,4376.0,6,VotoDuro,"4,376"
119,No Votantes,769.0,6,VotoDuro,769
120,No Votantes,113.0,6,VotoDuro,113
121,No Votantes,609.0,6,VotoDuro,609
122,No Votantes,5113.0,6,VotoDuro,"5,113"
123,No Votantes,247.0,6,VotoDuro,247
124,No Votantes,343.0,6,VotoDuro,343
125,No Votantes,874.0,6,VotoDuro,874
126,No Votantes,115.0,6,VotoDuro,115
127,No Votantes,113.0,6,VotoDuro,113
128,No Votantes,382.0,6,VotoDuro,382
129,No Votantes,1403.0,6,VotoDuro,"1,403"
130,No Votantes,1604.0,6,VotoDuro,"1,604"
131,No Votantes,158.0,6,VotoDuro,158
132,No Votantes,670.0,6,VotoDuro,670
133,No Votantes,1768.0,6,VotoDuro,"1,768"
134,No Votantes,1454.0,6,VotoDuro,"1,454"
135,No Votantes,92.0,6,VotoDuro,92
2,No Votantes,2.0,1,VotoImposible,2
3,No Votantes,1769.0,1,VotoImposible,"1,769"
4,No Votantes,1246.0,1,VotoImposible,"1,246"
7,No Votantes,683.0,1,VotoImposible,683
11,No Votantes,1862.0,1,VotoImposible,"1,862"
12,No Votantes,399.0,1,VotoImposible,399
13,No Votantes,4.0,1,VotoImposible,4
14,No Votantes,10.0,1,VotoImposible,10
15,No Votantes,12.0,1,VotoImposible,12
16,No Votantes,433.0,1,VotoImposible,433
17,No Votantes,141.0,1,VotoImposible,141
19,No Votantes,8.0,1,VotoImposible,8
20,No Votantes,6.0,1,VotoImposible,6
22,No Votantes,269.0,1,VotoImposible,269
25,No Votantes,6.0,1,VotoImposible,6
27,No Votantes,132.0,1,VotoImposible,132
28,No Votantes,101.0,1,VotoImposible,101
29,No Votantes,523.0,1,VotoImposible,523
30,No Votantes,26.0,1,VotoImposible,26
32,No Votantes,127.0,1,VotoImposible,127
33,No Votantes,2.0,1,VotoImposible,2
34,No Votantes,153.0,1,VotoImposible,153
35,No Votantes,1257.0,1,VotoImposible,"1,257"
36,No Votantes,1494.0,1,VotoImposible,"1,494"
38,No Votantes,2851.0,1,VotoImposible,"2,851"
39,No Votantes,93.0,1,VotoImposible,93
40,No Votantes,1.0,1,VotoImposible,1
41,No Votantes,26.0,1,VotoImposible,26
42,No Votantes,9.0,1,VotoImposible,9
43,No Votantes,6.0,1,VotoImposible,6
44,No Votantes,18.0,1,VotoImposible,18
45,No Votantes,23.0,1,VotoImposible,23
48,No Votantes,3.0,1,VotoImposible,3
50,No Votantes,2733.0,1,VotoImposible,"2,733"
51,No Votantes,1323.0,1,VotoImposible,"1,323"
52,No Votantes,2383.0,1,VotoImposible,"2,383"
53,No Votantes,784.0,1,VotoImposible,784
54,No Votantes,26.0,1,VotoImposible,26
55,No Votantes,3.0,1,VotoImposible,3
56,No Votantes,128.0,1,VotoImposible,128
57,No Votantes,61.0,1,VotoImposible,61
59,No Votantes,2.0,1,VotoImposible,2
60,No Votantes,234.0,1,VotoImposible,234
61,No Votantes,7802.0,1,VotoImposible,"7,802"
62,No Votantes,1600.0,1,VotoImposible,"1,600"
64,No Votantes,140.0,1,VotoImposible,140
66,No Votantes,46.0,1,VotoImposible,46
67,No Votantes,40.0,1,VotoImposible,40
68,No Votantes,5.0,1,VotoImposible,5
69,No Votantes,118.0,1,VotoImposible,118
70,No Votantes,2657.0,1,VotoImposible,"2,657"
71,No Votantes,271.0,1,VotoImposible,271
72,No Votantes,17.0,1,VotoImposible,17
74,No Votantes,23.0,1,VotoImposible,23
75,No Votantes,680.0,1,VotoImposible,680
76,No Votantes,378.0,1,VotoImposible,378
77,No Votantes,2310.0,1,VotoImposible,"2,310"
78,No Votantes,10.0,1,VotoImposible,10
79,No Votantes,3159.0,1,VotoImposible,"3,159"
80,No Votantes,1848.0,1,VotoImposible,"1,848"
81,No Votantes,6.0,1,VotoImposible,6
82,No Votantes,230.0,1,VotoImposible,230
83,No Votantes,63.0,1,VotoImposible,63
84,No Votantes,392.0,1,VotoImposible,392
85,No Votantes,396.0,1,VotoImposible,396
88,No Votantes,39.0,1,VotoImposible,39
89,No Votantes,1603.0,1,VotoImposible,"1,603"
90,No Votantes,254.0,1,VotoImposible,254
92,No Votantes,2355.0,1,VotoImposible,"2,355"
95,No Votantes,1.0,1,VotoImposible,1
97,No Votantes,3.0,1,VotoImposible,3
98,No Votantes,25.0,1,VotoImposible,25
99,No Votantes,12.0,1,VotoImposible,12
105,No Votantes,245.0,1,VotoImposible,245
106,No Votantes,763.0,1,VotoImposible,763
109,No Votantes,457.0,1,VotoImposible,457
110,No Votantes,7.0,1,VotoImposible,7
111,No Votantes,464.0,1,VotoImposible,464
112,No Votantes,5.0,1,VotoImposible,5
113,No Votantes,1384.0,1,VotoImposible,"1,384"
115,No Votantes,5.0,1,VotoImposible,5
116,No Votantes,15.0,1,VotoImposible,15
117,No Votantes,13.0,1,VotoImposible,13
118,No Votantes,1556.0,1,VotoImposible,"1,556"
119,No Votantes,454.0,1,VotoImposible,454
121,No Votantes,6.0,1,VotoImposible,6
122,No Votantes,405.0,1,VotoImposible,405
124,No Votantes,59.0,1,VotoImposible,59
126,No Votantes,85.0,1,VotoImposible,85
128,No Votantes,813.0,1,VotoImposible,813
129,No Votantes,1240.0,1,VotoImposible,"1,240"
130,No Votantes,1680.0,1,VotoImposible,"1,680"
131,No Votantes,17.0,1,VotoImposible,17
132,No Votantes,1298.0,1,VotoImposible,"1,298"
133,No Votantes,972.0,1,VotoImposible,972
134,No Votantes,560.0,1,VotoImposible,560
1,No Votantes,388.0,2,VotoImposible,388
2,No Votantes,110.0,2,VotoImposible,110
3,No Votantes,19456.0,2,VotoImposible,"19,456"
4,No Votantes,9405.0,2,VotoImposible,"9,405"
5,No Votantes,558.0,2,VotoImposible,558
6,No Votantes,1953.0,2,VotoImposible,"1,953"
7,No Votantes,6045.0,2,VotoImposible,"6,045"
8,No Votantes,862.0,2,VotoImposible,862
9,No Votantes,974.0,2,VotoImposible,974
10,No Votantes,779.0,2,VotoImposible,779
11,No Votantes,10403.0,2,VotoImposible,"10,403"
12,No Votantes,2656.0,2,VotoImposible,"2,656"
13,No Votantes,512.0,2,VotoImposible,512
14,No Votantes,1005.0,2,VotoImposible,"1,005"
15,No Votantes,984.0,2,VotoImposible,984
16,No Votantes,2904.0,2,VotoImposible,"2,904"
17,No Votantes,1989.0,2,VotoImposible,"1,989"
18,No Votantes,356.0,2,VotoImposible,356
19,No Votantes,449.0,2,VotoImposible,449
20,No Votantes,196.0,2,VotoImposible,196
21,No Votantes,374.0,2,VotoImposible,374
22,No Votantes,1428.0,2,VotoImposible,"1,428"
23,No Votantes,125.0,2,VotoImposible,125
24,No Votantes,1005.0,2,VotoImposible,"1,005"
25,No Votantes,362.0,2,VotoImposible,362
26,No Votantes,623.0,2,VotoImposible,623
27,No Votantes,903.0,2,VotoImposible,903
28,No Votantes,717.0,2,VotoImposible,717
29,No Votantes,1689.0,2,VotoImposible,"1,689"
30,No Votantes,957.0,2,VotoImposible,957
31,No Votantes,1166.0,2,VotoImposible,"1,166"
32,No Votantes,732.0,2,VotoImposible,732
33,No Votantes,523.0,2,VotoImposible,523
34,No Votantes,1728.0,2,VotoImposible,"1,728"
35,No Votantes,8287.0,2,VotoImposible,"8,287"
36,No Votantes,11764.0,2,VotoImposible,"11,764"
37,No Votantes,1120.0,2,VotoImposible,"1,120"
38,No Votantes,21196.0,2,VotoImposible,"21,196"
39,No Votantes,1057.0,2,VotoImposible,"1,057"
40,No Votantes,266.0,2,VotoImposible,266
41,No Votantes,326.0,2,VotoImposible,326
42,No Votantes,345.0,2,VotoImposible,345
43,No Votantes,53.0,2,VotoImposible,53
44,No Votantes,348.0,2,VotoImposible,348
45,No Votantes,261.0,2,VotoImposible,261
46,No Votantes,117.0,2,VotoImposible,117
47,No Votantes,759.0,2,VotoImposible,759
48,No Votantes,315.0,2,VotoImposible,315
49,No Votantes,122.0,2,VotoImposible,122
50,No Votantes,21547.0,2,VotoImposible,"21,547"
51,No Votantes,4216.0,2,VotoImposible,"4,216"
52,No Votantes,12105.0,2,VotoImposible,"12,105"
53,No Votantes,8613.0,2,VotoImposible,"8,613"
54,No Votantes,464.0,2,VotoImposible,464
55,No Votantes,619.0,2,VotoImposible,619
56,No Votantes,584.0,2,VotoImposible,584
57,No Votantes,421.0,2,VotoImposible,421
58,No Votantes,342.0,2,VotoImposible,342
59,No Votantes,914.0,2,VotoImposible,914
60,No Votantes,2496.0,2,VotoImposible,"2,496"
61,No Votantes,57309.0,2,VotoImposible,"57,309"
62,No Votantes,11418.0,2,VotoImposible,"11,418"
63,No Votantes,16665.0,2,VotoImposible,"16,665"
64,No Votantes,585.0,2,VotoImposible,585
65,No Votantes,631.0,2,VotoImposible,631
66,No Votantes,613.0,2,VotoImposible,613
67,No Votantes,1044.0,2,VotoImposible,"1,044"
68,No Votantes,454.0,2,VotoImposible,454
69,No Votantes,743.0,2,VotoImposible,743
70,No Votantes,20165.0,2,VotoImposible,"20,165"
71,No Votantes,2403.0,2,VotoImposible,"2,403"
72,No Votantes,395.0,2,VotoImposible,395
73,No Votantes,205.0,2,VotoImposible,205
74,No Votantes,1078.0,2,VotoImposible,"1,078"
75,No Votantes,2887.0,2,VotoImposible,"2,887"
76,No Votantes,1871.0,2,VotoImposible,"1,871"
77,No Votantes,25981.0,2,VotoImposible,"25,981"
78,No Votantes,702.0,2,VotoImposible,702
79,No Votantes,19280.0,2,VotoImposible,"19,280"
80,No Votantes,7759.0,2,VotoImposible,"7,759"
81,No Votantes,463.0,2,VotoImposible,463
82,No Votantes,2277.0,2,VotoImposible,"2,277"
83,No Votantes,1084.0,2,VotoImposible,"1,084"
84,No Votantes,2906.0,2,VotoImposible,"2,906"
85,No Votantes,1541.0,2,VotoImposible,"1,541"
86,No Votantes,146.0,2,VotoImposible,146
87,No Votantes,2685.0,2,VotoImposible,"2,685"
88,No Votantes,112.0,2,VotoImposible,112
89,No Votantes,11965.0,2,VotoImposible,"11,965"
90,No Votantes,1070.0,2,VotoImposible,"1,070"
91,No Votantes,263.0,2,VotoImposible,263
92,No Votantes,16972.0,2,VotoImposible,"16,972"
93,No Votantes,834.0,2,VotoImposible,834
94,No Votantes,420.0,2,VotoImposible,420
95,No Votantes,236.0,2,VotoImposible,236
96,No Votantes,377.0,2,VotoImposible,377
97,No Votantes,336.0,2,VotoImposible,336
98,No Votantes,452.0,2,VotoImposible,452
99,No Votantes,757.0,2,VotoImposible,757
100,No Votantes,267.0,2,VotoImposible,267
101,No Votantes,912.0,2,VotoImposible,912
102,No Votantes,454.0,2,VotoImposible,454
103,No Votantes,649.0,2,VotoImposible,649
104,No Votantes,173.0,2,VotoImposible,173
105,No Votantes,4190.0,2,VotoImposible,"4,190"
106,No Votantes,5201.0,2,VotoImposible,"5,201"
107,No Votantes,3854.0,2,VotoImposible,"3,854"
108,No Votantes,1295.0,2,VotoImposible,"1,295"
109,No Votantes,2885.0,2,VotoImposible,"2,885"
110,No Votantes,282.0,2,VotoImposible,282
111,No Votantes,3337.0,2,VotoImposible,"3,337"
112,No Votantes,306.0,2,VotoImposible,306
113,No Votantes,9984.0,2,VotoImposible,"9,984"
114,No Votantes,307.0,2,VotoImposible,307
115,No Votantes,1430.0,2,VotoImposible,"1,430"
116,No Votantes,59.0,2,VotoImposible,59
117,No Votantes,1744.0,2,VotoImposible,"1,744"
118,No Votantes,8849.0,2,VotoImposible,"8,849"
119,No Votantes,4342.0,2,VotoImposible,"4,342"
120,No Votantes,171.0,2,VotoImposible,171
121,No Votantes,812.0,2,VotoImposible,812
122,No Votantes,3252.0,2,VotoImposible,"3,252"
123,No Votantes,1197.0,2,VotoImposible,"1,197"
124,No Votantes,582.0,2,VotoImposible,582
125,No Votantes,4349.0,2,VotoImposible,"4,349"
126,No Votantes,374.0,2,VotoImposible,374
127,No Votantes,124.0,2,VotoImposible,124
128,No Votantes,4351.0,2,VotoImposible,"4,351"
129,No Votantes,12782.0,2,VotoImposible,"12,782"
130,No Votantes,12491.0,2,VotoImposible,"12,491"
131,No Votantes,321.0,2,VotoImposible,321
132,No Votantes,7115.0,2,VotoImposible,"7,115"
133,No Votantes,4545.0,2,VotoImposible,"4,545"
134,No Votantes,4890.0,2,VotoImposible,"4,890"
135,No Votantes,164.0,2,VotoImposible,164
1,No Votantes,236.0,3,VotoImposible,236
2,No Votantes,83.0,3,VotoImposible,83
3,No Votantes,15619.0,3,VotoImposible,"15,619"
4,No Votantes,8458.0,3,VotoImposible,"8,458"
5,No Votantes,500.0,3,VotoImposible,500
6,No Votantes,1414.0,3,VotoImposible,"1,414"
7,No Votantes,5233.0,3,VotoImposible,"5,233"
8,No Votantes,800.0,3,VotoImposible,800
9,No Votantes,799.0,3,VotoImposible,799
10,No Votantes,543.0,3,VotoImposible,543
11,No Votantes,8091.0,3,VotoImposible,"8,091"
12,No Votantes,1862.0,3,VotoImposible,"1,862"
13,No Votantes,426.0,3,VotoImposible,426
14,No Votantes,937.0,3,VotoImposible,937
15,No Votantes,677.0,3,VotoImposible,677
16,No Votantes,2277.0,3,VotoImposible,"2,277"
17,No Votantes,1730.0,3,VotoImposible,"1,730"
18,No Votantes,272.0,3,VotoImposible,272
19,No Votantes,335.0,3,VotoImposible,335
20,No Votantes,116.0,3,VotoImposible,116
21,No Votantes,278.0,3,VotoImposible,278
22,No Votantes,979.0,3,VotoImposible,979
23,No Votantes,58.0,3,VotoImposible,58
24,No Votantes,717.0,3,VotoImposible,717
25,No Votantes,249.0,3,VotoImposible,249
26,No Votantes,502.0,3,VotoImposible,502
27,No Votantes,834.0,3,VotoImposible,834
28,No Votantes,586.0,3,VotoImposible,586
29,No Votantes,1081.0,3,VotoImposible,"1,081"
30,No Votantes,1051.0,3,VotoImposible,"1,051"
31,No Votantes,892.0,3,VotoImposible,892
32,No Votantes,466.0,3,VotoImposible,466
33,No Votantes,385.0,3,VotoImposible,385
34,No Votantes,1373.0,3,VotoImposible,"1,373"
35,No Votantes,6155.0,3,VotoImposible,"6,155"
36,No Votantes,8344.0,3,VotoImposible,"8,344"
37,No Votantes,812.0,3,VotoImposible,812
38,No Votantes,14505.0,3,VotoImposible,"14,505"
39,No Votantes,953.0,3,VotoImposible,953
40,No Votantes,139.0,3,VotoImposible,139
41,No Votantes,273.0,3,VotoImposible,273
42,No Votantes,280.0,3,VotoImposible,280
43,No Votantes,37.0,3,VotoImposible,37
44,No Votantes,262.0,3,VotoImposible,262
45,No Votantes,215.0,3,VotoImposible,215
46,No Votantes,100.0,3,VotoImposible,100
47,No Votantes,550.0,3,VotoImposible,550
48,No Votantes,312.0,3,VotoImposible,312
49,No Votantes,81.0,3,VotoImposible,81
50,No Votantes,17725.0,3,VotoImposible,"17,725"
51,No Votantes,2940.0,3,VotoImposible,"2,940"
52,No Votantes,10099.0,3,VotoImposible,"10,099"
53,No Votantes,7223.0,3,VotoImposible,"7,223"
54,No Votantes,390.0,3,VotoImposible,390
55,No Votantes,370.0,3,VotoImposible,370
56,No Votantes,387.0,3,VotoImposible,387
57,No Votantes,276.0,3,VotoImposible,276
58,No Votantes,186.0,3,VotoImposible,186
59,No Votantes,645.0,3,VotoImposible,645
60,No Votantes,1889.0,3,VotoImposible,"1,889"
61,No Votantes,45007.0,3,VotoImposible,"45,007"
62,No Votantes,10880.0,3,VotoImposible,"10,880"
63,No Votantes,13866.0,3,VotoImposible,"13,866"
64,No Votantes,304.0,3,VotoImposible,304
65,No Votantes,506.0,3,VotoImposible,506
66,No Votantes,438.0,3,VotoImposible,438
67,No Votantes,814.0,3,VotoImposible,814
68,No Votantes,411.0,3,VotoImposible,411
69,No Votantes,603.0,3,VotoImposible,603
70,No Votantes,17526.0,3,VotoImposible,"17,526"
71,No Votantes,2159.0,3,VotoImposible,"2,159"
72,No Votantes,243.0,3,VotoImposible,243
73,No Votantes,190.0,3,VotoImposible,190
74,No Votantes,875.0,3,VotoImposible,875
75,No Votantes,1855.0,3,VotoImposible,"1,855"
76,No Votantes,1482.0,3,VotoImposible,"1,482"
77,No Votantes,19660.0,3,VotoImposible,"19,660"
78,No Votantes,574.0,3,VotoImposible,574
79,No Votantes,13847.0,3,VotoImposible,"13,847"
80,No Votantes,7458.0,3,VotoImposible,"7,458"
81,No Votantes,329.0,3,VotoImposible,329
82,No Votantes,1958.0,3,VotoImposible,"1,958"
83,No Votantes,762.0,3,VotoImposible,762
84,No Votantes,2022.0,3,VotoImposible,"2,022"
85,No Votantes,795.0,3,VotoImposible,795
86,No Votantes,75.0,3,VotoImposible,75
87,No Votantes,2417.0,3,VotoImposible,"2,417"
88,No Votantes,89.0,3,VotoImposible,89
89,No Votantes,8628.0,3,VotoImposible,"8,628"
90,No Votantes,1173.0,3,VotoImposible,"1,173"
91,No Votantes,202.0,3,VotoImposible,202
92,No Votantes,15008.0,3,VotoImposible,"15,008"
93,No Votantes,741.0,3,VotoImposible,741
94,No Votantes,305.0,3,VotoImposible,305
95,No Votantes,162.0,3,VotoImposible,162
96,No Votantes,329.0,3,VotoImposible,329
97,No Votantes,231.0,3,VotoImposible,231
98,No Votantes,329.0,3,VotoImposible,329
99,No Votantes,602.0,3,VotoImposible,602
100,No Votantes,167.0,3,VotoImposible,167
101,No Votantes,840.0,3,VotoImposible,840
102,No Votantes,437.0,3,VotoImposible,437
103,No Votantes,550.0,3,VotoImposible,550
104,No Votantes,111.0,3,VotoImposible,111
105,No Votantes,3110.0,3,VotoImposible,"3,110"
106,No Votantes,4940.0,3,VotoImposible,"4,940"
107,No Votantes,3337.0,3,VotoImposible,"3,337"
108,No Votantes,1083.0,3,VotoImposible,"1,083"
109,No Votantes,2196.0,3,VotoImposible,"2,196"
110,No Votantes,237.0,3,VotoImposible,237
111,No Votantes,2926.0,3,VotoImposible,"2,926"
112,No Votantes,223.0,3,VotoImposible,223
113,No Votantes,7892.0,3,VotoImposible,"7,892"
114,No Votantes,284.0,3,VotoImposible,284
115,No Votantes,904.0,3,VotoImposible,904
116,No Votantes,40.0,3,VotoImposible,40
117,No Votantes,1326.0,3,VotoImposible,"1,326"
118,No Votantes,7746.0,3,VotoImposible,"7,746"
119,No Votantes,2971.0,3,VotoImposible,"2,971"
120,No Votantes,153.0,3,VotoImposible,153
121,No Votantes,713.0,3,VotoImposible,713
122,No Votantes,3587.0,3,VotoImposible,"3,587"
123,No Votantes,993.0,3,VotoImposible,993
124,No Votantes,349.0,3,VotoImposible,349
125,No Votantes,3340.0,3,VotoImposible,"3,340"
126,No Votantes,228.0,3,VotoImposible,228
127,No Votantes,74.0,3,VotoImposible,74
128,No Votantes,2827.0,3,VotoImposible,"2,827"
129,No Votantes,10545.0,3,VotoImposible,"10,545"
130,No Votantes,10228.0,3,VotoImposible,"10,228"
131,No Votantes,265.0,3,VotoImposible,265
132,No Votantes,4814.0,3,VotoImposible,"4,814"
133,No Votantes,4136.0,3,VotoImposible,"4,136"
134,No Votantes,4609.0,3,VotoImposible,"4,609"
135,No Votantes,108.0,3,VotoImposible,108
1,No Votantes,159.0,4,VotoImposible,159
2,No Votantes,44.0,4,VotoImposible,44
3,No Votantes,8312.0,4,VotoImposible,"8,312"
4,No Votantes,5586.0,4,VotoImposible,"5,586"
5,No Votantes,257.0,4,VotoImposible,257
6,No Votantes,797.0,4,VotoImposible,797
7,No Votantes,2731.0,4,VotoImposible,"2,731"
8,No Votantes,355.0,4,VotoImposible,355
9,No Votantes,408.0,4,VotoImposible,408
10,No Votantes,252.0,4,VotoImposible,252
11,No Votantes,4080.0,4,VotoImposible,"4,080"
12,No Votantes,907.0,4,VotoImposible,907
13,No Votantes,200.0,4,VotoImposible,200
14,No Votantes,507.0,4,VotoImposible,507
15,No Votantes,369.0,4,VotoImposible,369
16,No Votantes,1441.0,4,VotoImposible,"1,441"
17,No Votantes,988.0,4,VotoImposible,988
18,No Votantes,84.0,4,VotoImposible,84
19,No Votantes,164.0,4,VotoImposible,164
20,No Votantes,67.0,4,VotoImposible,67
21,No Votantes,156.0,4,VotoImposible,156
22,No Votantes,588.0,4,VotoImposible,588
23,No Votantes,25.0,4,VotoImposible,25
24,No Votantes,398.0,4,VotoImposible,398
25,No Votantes,172.0,4,VotoImposible,172
26,No Votantes,262.0,4,VotoImposible,262
27,No Votantes,372.0,4,VotoImposible,372
28,No Votantes,414.0,4,VotoImposible,414
29,No Votantes,627.0,4,VotoImposible,627
30,No Votantes,420.0,4,VotoImposible,420
31,No Votantes,509.0,4,VotoImposible,509
32,No Votantes,281.0,4,VotoImposible,281
33,No Votantes,165.0,4,VotoImposible,165
34,No Votantes,892.0,4,VotoImposible,892
35,No Votantes,3273.0,4,VotoImposible,"3,273"
36,No Votantes,4540.0,4,VotoImposible,"4,540"
37,No Votantes,300.0,4,VotoImposible,300
38,No Votantes,7427.0,4,VotoImposible,"7,427"
39,No Votantes,568.0,4,VotoImposible,568
40,No Votantes,99.0,4,VotoImposible,99
41,No Votantes,163.0,4,VotoImposible,163
42,No Votantes,152.0,4,VotoImposible,152
43,No Votantes,20.0,4,VotoImposible,20
44,No Votantes,120.0,4,VotoImposible,120
45,No Votantes,153.0,4,VotoImposible,153
46,No Votantes,34.0,4,VotoImposible,34
47,No Votantes,267.0,4,VotoImposible,267
48,No Votantes,118.0,4,VotoImposible,118
49,No Votantes,49.0,4,VotoImposible,49
50,No Votantes,11081.0,4,VotoImposible,"11,081"
51,No Votantes,1085.0,4,VotoImposible,"1,085"
52,No Votantes,6031.0,4,VotoImposible,"6,031"
53,No Votantes,4347.0,4,VotoImposible,"4,347"
54,No Votantes,230.0,4,VotoImposible,230
55,No Votantes,135.0,4,VotoImposible,135
56,No Votantes,247.0,4,VotoImposible,247
57,No Votantes,145.0,4,VotoImposible,145
58,No Votantes,54.0,4,VotoImposible,54
59,No Votantes,303.0,4,VotoImposible,303
60,No Votantes,1000.0,4,VotoImposible,"1,000"
61,No Votantes,27662.0,4,VotoImposible,"27,662"
62,No Votantes,7509.0,4,VotoImposible,"7,509"
63,No Votantes,8667.0,4,VotoImposible,"8,667"
64,No Votantes,160.0,4,VotoImposible,160
65,No Votantes,264.0,4,VotoImposible,264
66,No Votantes,199.0,4,VotoImposible,199
67,No Votantes,394.0,4,VotoImposible,394
68,No Votantes,250.0,4,VotoImposible,250
69,No Votantes,305.0,4,VotoImposible,305
70,No Votantes,11689.0,4,VotoImposible,"11,689"
71,No Votantes,1286.0,4,VotoImposible,"1,286"
72,No Votantes,101.0,4,VotoImposible,101
73,No Votantes,135.0,4,VotoImposible,135
74,No Votantes,554.0,4,VotoImposible,554
75,No Votantes,927.0,4,VotoImposible,927
76,No Votantes,713.0,4,VotoImposible,713
77,No Votantes,9929.0,4,VotoImposible,"9,929"
78,No Votantes,216.0,4,VotoImposible,216
79,No Votantes,7136.0,4,VotoImposible,"7,136"
80,No Votantes,4396.0,4,VotoImposible,"4,396"
81,No Votantes,194.0,4,VotoImposible,194
82,No Votantes,1366.0,4,VotoImposible,"1,366"
83,No Votantes,535.0,4,VotoImposible,535
84,No Votantes,1095.0,4,VotoImposible,"1,095"
85,No Votantes,429.0,4,VotoImposible,429
86,No Votantes,18.0,4,VotoImposible,18
87,No Votantes,1169.0,4,VotoImposible,"1,169"
88,No Votantes,38.0,4,VotoImposible,38
89,No Votantes,4390.0,4,VotoImposible,"4,390"
90,No Votantes,504.0,4,VotoImposible,504
91,No Votantes,85.0,4,VotoImposible,85
92,No Votantes,9005.0,4,VotoImposible,"9,005"
93,No Votantes,450.0,4,VotoImposible,450
94,No Votantes,161.0,4,VotoImposible,161
95,No Votantes,43.0,4,VotoImposible,43
96,No Votantes,186.0,4,VotoImposible,186
97,No Votantes,112.0,4,VotoImposible,112
98,No Votantes,241.0,4,VotoImposible,241
99,No Votantes,294.0,4,VotoImposible,294
100,No Votantes,95.0,4,VotoImposible,95
101,No Votantes,462.0,4,VotoImposible,462
102,No Votantes,235.0,4,VotoImposible,235
103,No Votantes,239.0,4,VotoImposible,239
104,No Votantes,43.0,4,VotoImposible,43
105,No Votantes,1567.0,4,VotoImposible,"1,567"
106,No Votantes,2988.0,4,VotoImposible,"2,988"
107,No Votantes,2165.0,4,VotoImposible,"2,165"
108,No Votantes,615.0,4,VotoImposible,615
109,No Votantes,772.0,4,VotoImposible,772
110,No Votantes,90.0,4,VotoImposible,90
111,No Votantes,1740.0,4,VotoImposible,"1,740"
112,No Votantes,159.0,4,VotoImposible,159
113,No Votantes,3730.0,4,VotoImposible,"3,730"
114,No Votantes,108.0,4,VotoImposible,108
115,No Votantes,445.0,4,VotoImposible,445
116,No Votantes,18.0,4,VotoImposible,18
117,No Votantes,745.0,4,VotoImposible,745
118,No Votantes,4548.0,4,VotoImposible,"4,548"
119,No Votantes,1552.0,4,VotoImposible,"1,552"
120,No Votantes,85.0,4,VotoImposible,85
121,No Votantes,345.0,4,VotoImposible,345
122,No Votantes,2424.0,4,VotoImposible,"2,424"
123,No Votantes,524.0,4,VotoImposible,524
124,No Votantes,203.0,4,VotoImposible,203
125,No Votantes,1881.0,4,VotoImposible,"1,881"
126,No Votantes,113.0,4,VotoImposible,113
127,No Votantes,29.0,4,VotoImposible,29
128,No Votantes,989.0,4,VotoImposible,989
129,No Votantes,5784.0,4,VotoImposible,"5,784"
130,No Votantes,5484.0,4,VotoImposible,"5,484"
131,No Votantes,165.0,4,VotoImposible,165
132,No Votantes,2235.0,4,VotoImposible,"2,235"
133,No Votantes,2464.0,4,VotoImposible,"2,464"
134,No Votantes,2554.0,4,VotoImposible,"2,554"
135,No Votantes,95.0,4,VotoImposible,95
1,No Votantes,38.0,5,VotoImposible,38
2,No Votantes,43.0,5,VotoImposible,43
3,No Votantes,3289.0,5,VotoImposible,"3,289"
4,No Votantes,3191.0,5,VotoImposible,"3,191"
5,No Votantes,82.0,5,VotoImposible,82
6,No Votantes,313.0,5,VotoImposible,313
7,No Votantes,1314.0,5,VotoImposible,"1,314"
8,No Votantes,119.0,5,VotoImposible,119
9,No Votantes,147.0,5,VotoImposible,147
10,No Votantes,106.0,5,VotoImposible,106
11,No Votantes,1597.0,5,VotoImposible,"1,597"
12,No Votantes,277.0,5,VotoImposible,277
13,No Votantes,46.0,5,VotoImposible,46
14,No Votantes,314.0,5,VotoImposible,314
15,No Votantes,111.0,5,VotoImposible,111
16,No Votantes,579.0,5,VotoImposible,579
17,No Votantes,413.0,5,VotoImposible,413
18,No Votantes,10.0,5,VotoImposible,10
19,No Votantes,8.0,5,VotoImposible,8
20,No Votantes,11.0,5,VotoImposible,11
21,No Votantes,66.0,5,VotoImposible,66
22,No Votantes,223.0,5,VotoImposible,223
23,No Votantes,1.0,5,VotoImposible,1
24,No Votantes,200.0,5,VotoImposible,200
25,No Votantes,102.0,5,VotoImposible,102
26,No Votantes,113.0,5,VotoImposible,113
27,No Votantes,117.0,5,VotoImposible,117
28,No Votantes,296.0,5,VotoImposible,296
29,No Votantes,257.0,5,VotoImposible,257
30,No Votantes,133.0,5,VotoImposible,133
31,No Votantes,231.0,5,VotoImposible,231
32,No Votantes,114.0,5,VotoImposible,114
33,No Votantes,78.0,5,VotoImposible,78
34,No Votantes,344.0,5,VotoImposible,344
35,No Votantes,1149.0,5,VotoImposible,"1,149"
36,No Votantes,1388.0,5,VotoImposible,"1,388"
37,No Votantes,43.0,5,VotoImposible,43
38,No Votantes,2149.0,5,VotoImposible,"2,149"
39,No Votantes,223.0,5,VotoImposible,223
40,No Votantes,32.0,5,VotoImposible,32
41,No Votantes,104.0,5,VotoImposible,104
42,No Votantes,51.0,5,VotoImposible,51
43,No Votantes,22.0,5,VotoImposible,22
44,No Votantes,33.0,5,VotoImposible,33
45,No Votantes,74.0,5,VotoImposible,74
